id,x,y,z,xi,yi,zi,value,cost,blockvalue,rock_tonnes,ore_tonnes
7204,315.0,195.0,75.0,11,7,3,0.0,0.0,0.0,0.0,0.0
7205,315.0,195.0,105.0,11,7,4,0.0,0.0,0.0,0.0,0.0
7206,315.0,195.0,135.0,11,7,5,0.0,0.0,0.0,0.0,0.0
7207,315.0,195.0,165.0,11,7,6,0.0,0.0,0.0,0.0,0.0
7208,315.0,195.0,195.0,11,7,7,0.0,0.0,0.0,0.0,0.0
7209,315.0,195.0,225.0,11,7,8,0.0,0.0,0.0,0.0,0.0
7210,315.0,195.0,255.0,11,7,9,0.0,55080.0,-55080.0,61200.0,0.0
7211,315.0,195.0,285.0,11,7,10,0.0,55080.0,-55080.0,61200.0,0.0
7212,315.0,195.0,315.0,11,7,11,0.0,55080.0,-55080.0,61200.0,0.0
7213,315.0,195.0,345.0,11,7,12,0.0,55080.0,-55080.0,61200.0,0.0
7214,315.0,195.0,375.0,11,7,13,0.0,55080.0,-55080.0,61200.0,0.0
7215,315.0,195.0,405.0,11,7,14,0.0,3563.43,-3563.43,11890.0,0.0
7216,315.0,225.0,-15.0,11,8,0,0.0,0.0,0.0,0.0,0.0
7217,315.0,225.0,15.0,11,8,1,0.0,0.0,0.0,0.0,0.0
7218,315.0,225.0,45.0,11,8,2,0.0,0.0,0.0,0.0,0.0
7219,315.0,225.0,75.0,11,8,3,0.0,0.0,0.0,0.0,0.0
7220,315.0,225.0,105.0,11,8,4,0.0,0.0,0.0,0.0,0.0
7221,315.0,225.0,135.0,11,8,5,0.0,0.0,0.0,0.0,0.0
7222,315.0,225.0,165.0,11,8,6,0.0,0.0,0.0,0.0,0.0
7223,315.0,225.0,195.0,11,8,7,0.0,0.0,0.0,0.0,0.0
7224,315.0,225.0,225.0,11,8,8,0.0,55080.0,-55080.0,61200.0,0.0
7225,315.0,225.0,255.0,11,8,9,0.0,55080.0,-55080.0,61200.0,0.0
7226,315.0,225.0,285.0,11,8,10,0.0,55080.0,-55080.0,61200.0,0.0
7227,315.0,225.0,315.0,11,8,11,0.0,55080.0,-55080.0,61200.0,0.0
7228,315.0,225.0,345.0,11,8,12,0.0,55080.0,-55080.0,61200.0,0.0
7229,315.0,225.0,375.0,11,8,13,0.0,55080.0,-55080.0,61200.0,0.0
7230,315.0,225.0,405.0,11,8,14,0.0,3815.18,-3815.18,12730.0,0.0
7231,315.0,255.0,-15.0,11,9,0,0.0,0.0,0.0,0.0,0.0
7232,315.0,255.0,15.0,11,9,1,0.0,0.0,0.0,0.0,0.0
7233,315.0,255.0,45.0,11,9,2,0.0,0.0,0.0,0.0,0.0
7234,315.0,255.0,75.0,11,9,3,0.0,0.0,0.0,0.0,0.0
7235,315.0,255.0,105.0,11,9,4,0.0,0.0,0.0,0.0,0.0
7236,315.0,255.0,135.0,11,9,5,0.0,0.0,0.0,0.0,0.0
7237,315.0,255.0,165.0,11,9,6,0.0,0.0,0.0,0.0,0.0
7238,315.0,255.0,195.0,11,9,7,0.0,0.0,0.0,0.0,0.0
7239,315.0,255.0,225.0,11,9,8,0.0,55080.0,-55080.0,61200.0,0.0
7240,315.0,255.0,255.0,11,9,9,0.0,55080.0,-55080.0,61200.0,0.0
7241,315.0,255.0,285.0,11,9,10,0.0,55080.0,-55080.0,61200.0,0.0
7242,315.0,255.0,315.0,11,9,11,0.0,55080.0,-55080.0,61200.0,0.0
7243,315.0,255.0,345.0,11,9,12,0.0,55080.0,-55080.0,61200.0,0.0
7244,315.0,255.0,375.0,11,9,13,0.0,55080.0,-55080.0,61200.0,0.0
7245,315.0,255.0,405.0,11,9,14,0.0,3944.05,-3944.05,13160.0,0.0
7246,315.0,285.0,-15.0,11,10,0,0.0,0.0,0.0,0.0,0.0
7247,315.0,285.0,15.0,11,10,1,0.0,0.0,0.0,0.0,0.0
7248,315.0,285.0,45.0,11,10,2,0.0,0.0,0.0,0.0,0.0
7249,315.0,285.0,75.0,11,10,3,0.0,0.0,0.0,0.0,0.0
7250,315.0,285.0,105.0,11,10,4,0.0,0.0,0.0,0.0,0.0
7251,315.0,285.0,135.0,11,10,5,0.0,0.0,0.0,0.0,0.0
7252,315.0,285.0,165.0,11,10,6,0.0,0.0,0.0,0.0,0.0
7253,315.0,285.0,195.0,11,10,7,0.0,55080.0,-55080.0,61200.0,0.0
7254,315.0,285.0,225.0,11,10,8,0.0,55080.0,-55080.0,61200.0,0.0
7255,315.0,285.0,255.0,11,10,9,0.0,55080.0,-55080.0,61200.0,0.0
7256,315.0,285.0,285.0,11,10,10,0.0,55080.0,-55080.0,61200.0,0.0
7257,315.0,285.0,315.0,11,10,11,0.0,55080.0,-55080.0,61200.0,0.0
7258,315.0,285.0,345.0,11,10,12,0.0,55080.0,-55080.0,61200.0,0.0
7259,315.0,285.0,375.0,11,10,13,0.0,55080.0,-55080.0,61200.0,0.0
7260,315.0,285.0,405.0,11,10,14,0.0,4030.96,-4030.96,13450.0,0.0
7261,315.0,315.0,-15.0,11,11,0,0.0,0.0,0.0,0.0,0.0
7262,315.0,315.0,15.0,11,11,1,0.0,0.0,0.0,0.0,0.0
7263,315.0,315.0,45.0,11,11,2,0.0,0.0,0.0,0.0,0.0
7264,315.0,315.0,75.0,11,11,3,0.0,0.0,0.0,0.0,0.0
7265,315.0,315.0,105.0,11,11,4,0.0,0.0,0.0,0.0,0.0
7266,315.0,315.0,135.0,11,11,5,0.0,0.0,0.0,0.0,0.0
7267,315.0,315.0,165.0,11,11,6,0.0,0.0,0.0,0.0,0.0
7268,315.0,315.0,195.0,11,11,7,195569.68,61020.0,134549.68,67800.0,40200.0
7269,315.0,315.0,225.0,11,11,8,68353.3,57672.0,10681.3,64080.0,16080.0
7270,315.0,315.0,255.0,11,11,9,0.0,55080.0,-55080.0,61200.0,0.0
7271,315.0,315.0,285.0,11,11,10,0.0,55080.0,-55080.0,61200.0,0.0
7272,315.0,315.0,315.0,11,11,11,0.0,55080.0,-55080.0,61200.0,0.0
7273,315.0,315.0,345.0,11,11,12,0.0,55080.0,-55080.0,61200.0,0.0
7274,315.0,315.0,375.0,11,11,13,0.0,55080.0,-55080.0,61200.0,0.0
7275,315.0,315.0,405.0,11,11,14,0.0,4117.88,-4117.88,13740.0,0.0
7276,315.0,345.0,-15.0,11,12,0,0.0,0.0,0.0,0.0,0.0
7277,315.0,345.0,15.0,11,12,1,0.0,0.0,0.0,0.0,0.0
7278,315.0,345.0,45.0,11,12,2,0.0,0.0,0.0,0.0,0.0
7279,315.0,345.0,75.0,11,12,3,0.0,0.0,0.0,0.0,0.0
7280,315.0,345.0,105.0,11,12,4,0.0,0.0,0.0,0.0,0.0
7281,315.0,345.0,135.0,11,12,5,0.0,0.0,0.0,0.0,0.0
7282,315.0,345.0,165.0,11,12,6,325594.3,65043.01,260551.3,72270.01,72270.0
7283,315.0,345.0,195.0,11,12,7,349067.12,65124.0,283943.12,72360.0,72360.0
7284,315.0,345.0,225.0,11,12,8,319893.79,65124.0,254769.79,72360.0,72360.0
7285,315.0,345.0,255.0,11,12,9,242977.06,64368.0,178609.06,71520.0,64320.0
7286,315.0,345.0,285.0,11,12,10,93153.05,60516.0,32637.05,67240.0,34840.0
7287,315.0,345.0,315.0,11,12,11,9775.14,57168.0,-47392.86,63520.0,10720.0
7288,315.0,345.0,345.0,11,12,12,0.0,55080.0,-55080.0,61200.0,0.0
7289,315.0,345.0,375.0,11,12,13,0.0,55080.0,-55080.0,61200.0,0.0
7290,315.0,345.0,405.0,11,12,14,0.0,4204.79,-4204.79,14030.0,0.0
7291,315.0,375.0,-15.0,11,13,0,0.0,0.0,0.0,0.0,0.0
7292,315.0,375.0,15.0,11,13,1,0.0,0.0,0.0,0.0,0.0
7293,315.0,375.0,45.0,11,13,2,0.0,0.0,0.0,0.0,0.0
7294,315.0,375.0,75.0,11,13,3,0.0,0.0,0.0,0.0,0.0
7295,315.0,375.0,105.0,11,13,4,0.0,0.0,0.0,0.0,0.0
7296,315.0,375.0,135.0,11,13,5,0.0,0.0,0.0,0.0,0.0
7297,315.0,375.0,165.0,11,13,6,179996.92,64449.01,115547.91,71610.02,71610.0
7298,315.0,375.0,195.0,11,13,7,191953.52,64557.01,127396.51,71730.01,71730.0
7299,315.0,375.0,225.0,11,13,8,212683.67,64719.01,147964.66,71910.01,71910.0
7300,315.0,375.0,255.0,11,13,9,226641.88,64908.0,161733.88,72120.0,72120.0
7301,315.0,375.0,285.0,11,13,10,192863.36,65097.0,127766.36,72330.0,72330.0
7302,315.0,375.0,315.0,11,13,11,78886.76,65124.0,13762.76,72360.0,72360.0
7303,315.0,375.0,345.0,11,13,12,0.0,64620.0,-64620.0,71800.0,0.0
7304,315.0,375.0,375.0,11,13,13,0.0,58752.0,-58752.0,65280.0,0.0
7305,315.0,375.0,405.0,11,13,14,4544.53,4269.53,275.0,14246.0,3156.0
7306,315.0,405.0,-15.0,11,14,0,0.0,0.0,0.0,0.0,0.0
7307,315.0,405.0,15.0,11,14,1,0.0,0.0,0.0,0.0,0.0
7308,315.0,405.0,45.0,11,14,2,0.0,0.0,0.0,0.0,0.0
7309,315.0,405.0,75.0,11,14,3,0.0,0.0,0.0,0.0,0.0
7310,315.0,405.0,105.0,11,14,4,0.0,0.0,0.0,0.0,0.0
7311,315.0,405.0,135.0,11,14,5,0.0,0.0,0.0,0.0,0.0
7312,315.0,405.0,165.0,11,14,6,162332.02,64395.01,97937.01,71550.02,71550.0
7313,315.0,405.0,195.0,11,14,7,144812.23,64395.01,80417.22,71550.02,71550.0
7314,315.0,405.0,225.0,11,14,8,121626.31,64395.01,57231.29,71550.02,71550.0
7315,315.0,405.0,255.0,11,14,9,96271.32,64395.01,31876.31,71550.02,71550.0
7316,315.0,405.0,285.0,11,14,10,86734.94,64476.01,22258.93,71640.02,71640.0
7317,315.0,405.0,315.0,11,14,11,96249.07,64881.01,31368.06,72090.01,72090.0
7318,315.0,405.0,345.0,11,14,12,48932.39,65097.0,-16164.61,72330.0,72330.0
7319,315.0,405.0,375.0,11,14,13,0.0,59076.01,-59076.01,65640.02,0.0
7320,315.0,405.0,405.0,11,14,14,3703.83,4209.29,-505.46,14045.0,1585.0
7321,315.0,435.0,-15.0,11,15,0,0.0,0.0,0.0,0.0,0.0
7322,315.0,435.0,15.0,11,15,1,0.0,0.0,0.0,0.0,0.0
7323,315.0,435.0,45.0,11,15,2,0.0,0.0,0.0,0.0,0.0
7324,315.0,435.0,75.0,11,15,3,0.0,0.0,0.0,0.0,0.0
7325,315.0,435.0,105.0,11,15,4,0.0,0.0,0.0,0.0,0.0
7326,315.0,435.0,135.0,11,15,5,0.0,0.0,0.0,0.0,0.0
7327,315.0,435.0,165.0,11,15,6,125418.39,64503.02,60915.37,71670.02,71670.0
7328,315.0,435.0,195.0,11,15,7,125455.6,64395.01,61060.59,71550.02,71550.0
7329,315.0,435.0,225.0,11,15,8,113771.71,64395.01,49376.69,71550.02,71550.0
7330,315.0,435.0,255.0,11,15,9,77073.87,64395.01,12678.86,71550.02,71550.0
7331,315.0,435.0,285.0,11,15,10,48281.94,64395.01,-16113.07,71550.02,71550.0
7332,315.0,435.0,315.0,11,15,11,44704.52,64422.01,-19717.5,71580.02,71580.0
7333,315.0,435.0,345.0,11,15,12,28203.88,64665.01,-36461.14,71850.02,71850.0
7334,315.0,435.0,375.0,11,15,13,15890.5,58320.02,-42429.52,64800.02,64800.0
7335,315.0,435.0,405.0,11,15,14,11920.18,4174.52,7745.65,13929.0,4810.0
7336,315.0,465.0,-15.0,11,16,0,0.0,0.0,0.0,0.0,0.0
7337,315.0,465.0,15.0,11,16,1,0.0,0.0,0.0,0.0,0.0
7338,315.0,465.0,45.0,11,16,2,0.0,0.0,0.0,0.0,0.0
7339,315.0,465.0,75.0,11,16,3,0.0,0.0,0.0,0.0,0.0
7340,315.0,465.0,105.0,11,16,4,0.0,0.0,0.0,0.0,0.0
7341,315.0,465.0,135.0,11,16,5,63086.44,61668.0,1418.44,68520.0,50920.0
7342,315.0,465.0,165.0,11,16,6,57712.2,64404.0,-6691.8,71560.0,69560.0
7343,315.0,465.0,195.0,11,16,7,91753.07,64665.01,27088.06,71850.02,71850.0
7344,315.0,465.0,225.0,11,16,8,109915.73,64422.01,45493.72,71580.02,71580.0
7345,315.0,465.0,255.0,11,16,9,71470.71,64395.01,7075.7,71550.02,71550.0
7346,315.0,465.0,285.0,11,16,10,34022.4,64395.01,-30372.62,71550.02,71550.0
7347,315.0,465.0,315.0,11,16,11,26705.22,64395.01,-37689.8,71550.02,71550.0
7348,315.0,465.0,345.0,11,16,12,0.0,64395.01,-64395.01,71550.02,0.0
7349,315.0,465.0,375.0,11,16,13,0.0,58320.02,-58320.02,64800.02,0.0
7350,315.0,465.0,405.0,11,16,14,0.0,4657.34,-4657.34,15540.0,0.0
7351,315.0,495.0,-15.0,11,17,0,0.0,0.0,0.0,0.0,0.0
7352,315.0,495.0,15.0,11,17,1,0.0,0.0,0.0,0.0,0.0
7353,315.0,495.0,45.0,11,17,2,0.0,0.0,0.0,0.0,0.0
7354,315.0,495.0,75.0,11,17,3,0.0,0.0,0.0,0.0,0.0
7355,315.0,495.0,105.0,11,17,4,0.0,0.0,0.0,0.0,0.0
7356,315.0,495.0,135.0,11,17,5,8506.53,55836.0,-47329.47,62040.0,8040.0
7357,315.0,495.0,165.0,11,17,6,19269.63,59436.0,-40166.37,66040.0,34840.0
7358,315.0,495.0,195.0,11,17,7,55899.95,63621.0,-7721.05,70690.0,64290.0
7359,315.0,495.0,225.0,11,17,8,117699.07,64746.01,52953.06,71940.02,71940.0
7360,315.0,495.0,255.0,11,17,9,74951.53,64422.01,10529.52,71580.02,71580.0
7361,315.0,495.0,285.0,11,17,10,7898.48,63945.0,-56046.52,71050.0,66250.0
7362,315.0,495.0,315.0,11,17,11,33660.21,63585.0,-29924.79,70650.0,66250.0
7363,315.0,495.0,345.0,11,17,12,0.0,63945.0,-63945.0,71050.0,0.0
7364,315.0,495.0,375.0,11,17,13,0.0,58320.0,-58320.0,64800.0,0.0
7365,315.0,495.0,405.0,11,17,14,3193.19,4999.0,-1805.81,16680.0,1800.0
7366,315.0,525.0,-15.0,11,18,0,0.0,0.0,0.0,0.0,0.0
7367,315.0,525.0,15.0,11,18,1,0.0,0.0,0.0,0.0,0.0
7368,315.0,525.0,45.0,11,18,2,0.0,0.0,0.0,0.0,0.0
7369,315.0,525.0,75.0,11,18,3,0.0,0.0,0.0,0.0,0.0
7370,315.0,525.0,105.0,11,18,4,0.0,0.0,0.0,0.0,0.0
7371,315.0,525.0,135.0,11,18,5,0.0,55080.0,-55080.0,61200.0,0.0
7372,315.0,525.0,165.0,11,18,6,1943.75,56088.0,-54144.25,62320.0,10720.0
7373,315.0,525.0,195.0,11,18,7,7735.77,58680.0,-50944.23,65200.0,26800.0
7374,315.0,525.0,225.0,11,18,8,5898.32,61641.0,-55742.68,68490.0,50890.0
7375,315.0,525.0,255.0,11,18,9,0.0,63684.0,-63684.0,70760.0,0.0
7376,315.0,525.0,285.0,11,18,10,0.0,64224.0,-64224.0,71360.0,0.0
7377,315.0,525.0,315.0,11,18,11,0.0,64395.01,-64395.01,71550.02,0.0
7378,315.0,525.0,345.0,11,18,12,0.0,63945.0,-63945.0,71050.0,0.0
7379,315.0,525.0,375.0,11,18,13,0.0,58320.0,-58320.0,64800.0,0.0
7380,315.0,525.0,405.0,11,18,14,10469.88,5248.35,5221.53,17512.0,5762.0
7381,315.0,555.0,-15.0,11,19,0,0.0,0.0,0.0,0.0,0.0
7382,315.0,555.0,15.0,11,19,1,0.0,0.0,0.0,0.0,0.0
7383,315.0,555.0,45.0,11,19,2,0.0,0.0,0.0,0.0,0.0
7384,315.0,555.0,75.0,11,19,3,0.0,0.0,0.0,0.0,0.0
7385,315.0,555.0,105.0,11,19,4,0.0,0.0,0.0,0.0,0.0
7386,315.0,555.0,135.0,11,19,5,5182.05,58068.0,-52885.95,64520.0,24120.0
7387,315.0,555.0,165.0,11,19,6,0.0,60660.0,-60660.0,67400.0,0.0
7388,315.0,555.0,195.0,11,19,7,0.0,60660.0,-60660.0,67400.0,0.0
7389,315.0,555.0,225.0,11,19,8,0.0,61776.0,-61776.0,68640.0,0.0
7390,315.0,555.0,255.0,11,19,9,0.0,61524.0,-61524.0,68360.0,0.0
7391,315.0,555.0,285.0,11,19,10,0.0,60273.0,-60273.0,66970.0,0.0
7392,315.0,555.0,315.0,11,19,11,0.0,59085.0,-59085.0,65650.0,0.0
7393,315.0,555.0,345.0,11,19,12,0.0,61677.0,-61677.0,68530.0,0.0
7394,315.0,555.0,375.0,11,19,13,0.0,58320.0,-58320.0,64800.0,0.0
7395,315.0,555.0,405.0,11,19,14,8186.11,5496.2,2689.91,18339.0,4089.0
7396,315.0,585.0,-15.0,11,20,0,0.0,0.0,0.0,0.0,0.0
7397,315.0,585.0,15.0,11,20,1,0.0,0.0,0.0,0.0,0.0
7398,315.0,585.0,45.0,11,20,2,0.0,0.0,0.0,0.0,0.0
7399,315.0,585.0,75.0,11,20,3,0.0,0.0,0.0,0.0,0.0
7400,315.0,585.0,105.0,11,20,4,0.0,0.0,0.0,0.0,0.0
7401,315.0,585.0,135.0,11,20,5,0.0,58824.0,-58824.0,65360.0,0.0
7402,315.0,585.0,165.0,11,20,6,0.0,63900.0,-63900.0,71000.0,0.0
7403,315.0,585.0,195.0,11,20,7,0.0,65124.0,-65124.0,72360.0,0.0
7404,315.0,585.0,225.0,11,20,8,0.0,65124.0,-65124.0,72360.0,0.0
7405,315.0,585.0,255.0,11,20,9,0.0,63252.0,-63252.0,70280.0,0.0
7406,315.0,585.0,285.0,11,20,10,0.0,58536.0,-58536.0,65040.0,0.0
7407,315.0,585.0,315.0,11,20,11,0.0,55692.0,-55692.0,61880.0,0.0
7408,315.0,585.0,345.0,11,20,12,1673.74,56115.0,-54441.26,62350.0,7950.0
7409,315.0,585.0,375.0,11,20,13,0.0,58320.0,-58320.0,64800.0,0.0
7410,315.0,585.0,405.0,11,20,14,16860.5,5888.21,10972.29,19647.0,6587.0
7411,315.0,615.0,-15.0,11,21,0,0.0,0.0,0.0,0.0,0.0
7412,315.0,615.0,15.0,11,21,1,0.0,0.0,0.0,0.0,0.0
7413,315.0,615.0,45.0,11,21,2,0.0,0.0,0.0,0.0,0.0
7414,315.0,615.0,75.0,11,21,3,0.0,0.0,0.0,0.0,0.0
7415,315.0,615.0,105.0,11,21,4,0.0,0.0,0.0,0.0,0.0
7416,315.0,615.0,135.0,11,21,5,12864.21,58212.0,-45347.79,64680.0,29480.0
7417,315.0,615.0,165.0,11,21,6,0.0,64512.0,-64512.0,71680.0,0.0
7418,315.0,615.0,195.0,11,21,7,15775.56,65124.0,-49348.44,72360.0,72360.0
7419,315.0,615.0,225.0,11,21,8,17101.3,65124.0,-48022.7,72360.0,72360.0
7420,315.0,615.0,255.0,11,21,9,0.0,65124.0,-65124.0,72360.0,0.0
7421,315.0,615.0,285.0,11,21,10,0.0,64008.0,-64008.0,71120.0,0.0
7422,315.0,615.0,315.0,11,21,11,0.0,63252.0,-63252.0,70280.0,0.0
7423,315.0,615.0,345.0,11,21,12,0.0,59400.0,-59400.0,66000.0,0.0
7424,315.0,615.0,375.0,11,21,13,0.0,58320.0,-58320.0,64800.0,0.0
7425,315.0,615.0,405.0,11,21,14,0.0,9329.0,-9329.0,21550.0,0.0
7426,315.0,645.0,-15.0,11,22,0,0.0,0.0,0.0,0.0,0.0
7427,315.0,645.0,15.0,11,22,1,0.0,0.0,0.0,0.0,0.0
7428,315.0,645.0,45.0,11,22,2,0.0,0.0,0.0,0.0,0.0
7429,315.0,645.0,75.0,11,22,3,0.0,0.0,0.0,0.0,0.0
7430,315.0,645.0,105.0,11,22,4,0.0,0.0,0.0,0.0,0.0
7431,315.0,645.0,135.0,11,22,5,40591.71,59688.0,-19096.29,66320.0,37520.0
7432,315.0,645.0,165.0,11,22,6,33187.08,62784.0,-29596.92,69760.0,58960.0
7433,315.0,645.0,195.0,11,22,7,92239.38,65124.0,27115.38,72360.0,72360.0
7434,315.0,645.0,225.0,11,22,8,111635.92,65124.0,46511.92,72360.0,72360.0
7435,315.0,645.0,255.0,11,22,9,17936.16,64872.0,-46935.84,72080.0,69680.0
7436,315.0,645.0,285.0,11,22,10,2788.7,64512.0,-61723.3,71680.0,69680.0
7437,315.0,645.0,315.0,11,22,11,59748.13,65124.0,-5375.87,72360.0,72360.0
7438,315.0,645.0,345.0,11,22,12,30565.94,63864.0,-33298.06,70960.0,58960.0
7439,315.0,645.0,375.0,11,22,13,0.0,58320.0,-58320.0,64800.0,0.0
7440,315.0,645.0,405.0,11,22,14,0.0,14095.04,-14095.04,23480.0,0.0
7441,315.0,675.0,-15.0,11,23,0,0.0,0.0,0.0,0.0,0.0
7442,315.0,675.0,15.0,11,23,1,0.0,0.0,0.0,0.0,0.0
7443,315.0,675.0,45.0,11,23,2,0.0,0.0,0.0,0.0,0.0
7444,315.0,675.0,75.0,11,23,3,0.0,0.0,0.0,0.0,0.0
7445,315.0,675.0,105.0,11,23,4,0.0,0.0,0.0,0.0,0.0
7446,315.0,675.0,135.0,11,23,5,25239.38,58068.0,-32828.62,64520.0,24120.0
7447,315.0,675.0,165.0,11,23,6,41082.47,61776.0,-20693.53,68640.0,48240.0
7448,315.0,675.0,195.0,11,23,7,84227.69,65124.0,19103.69,72360.0,72360.0
7449,315.0,675.0,225.0,11,23,8,99107.37,65124.0,33983.37,72360.0,72360.0
7450,315.0,675.0,255.0,11,23,9,48215.02,65124.0,-16908.98,72360.0,72360.0
7451,315.0,675.0,285.0,11,23,10,51106.31,65124.0,-14017.69,72360.0,72360.0
7452,315.0,675.0,315.0,11,23,11,100969.0,65124.0,35845.0,72360.0,72360.0
7453,315.0,675.0,345.0,11,23,12,40191.43,65124.0,-24932.57,72360.0,72360.0
7454,315.0,675.0,375.0,11,23,13,0.0,58320.0,-58320.0,64800.0,0.0
7455,315.0,675.0,405.0,11,23,14,0.0,15259.63,-15259.63,25420.0,0.0
7456,315.0,705.0,-15.0,11,24,0,0.0,0.0,0.0,0.0,0.0
7457,315.0,705.0,15.0,11,24,1,0.0,0.0,0.0,0.0,0.0
7458,315.0,705.0,45.0,11,24,2,0.0,0.0,0.0,0.0,0.0
7459,315.0,705.0,75.0,11,24,3,0.0,0.0,0.0,0.0,0.0
7460,315.0,705.0,105.0,11,24,4,0.0,0.0,0.0,0.0,0.0
7461,315.0,705.0,135.0,11,24,5,0.0,55080.0,-55080.0,61200.0,0.0
7462,315.0,705.0,165.0,11,24,6,7431.75,57204.0,-49772.25,63560.0,18760.0
7463,315.0,705.0,195.0,11,24,7,72150.63,63036.0,9114.63,70040.0,61640.0
7464,315.0,705.0,225.0,11,24,8,109344.75,65124.0,44220.75,72360.0,72360.0
7465,315.0,705.0,255.0,11,24,9,80909.84,65124.0,15785.84,72360.0,72360.0
7466,315.0,705.0,285.0,11,24,10,90422.55,65124.0,25298.55,72360.0,72360.0
7467,315.0,705.0,315.0,11,24,11,127725.8,65124.0,62601.8,72360.0,72360.0
7468,315.0,705.0,345.0,11,24,12,62250.71,64872.0,-2621.29,72080.0,69680.0
7469,315.0,705.0,375.0,11,24,13,0.0,58320.0,-58320.0,64800.0,0.0
7470,315.0,705.0,405.0,11,24,14,934.08,16418.21,-15484.13,27350.0,7200.0
7471,315.0,735.0,-15.0,11,25,0,0.0,0.0,0.0,0.0,0.0
7472,315.0,735.0,15.0,11,25,1,0.0,0.0,0.0,0.0,0.0
7473,315.0,735.0,45.0,11,25,2,0.0,0.0,0.0,0.0,0.0
7474,315.0,735.0,75.0,11,25,3,0.0,0.0,0.0,0.0,0.0
7475,315.0,735.0,105.0,11,25,4,0.0,0.0,0.0,0.0,0.0
7476,315.0,735.0,135.0,11,25,5,0.0,55080.0,-55080.0,61200.0,0.0
7477,315.0,735.0,165.0,11,25,6,0.0,55080.0,-55080.0,61200.0,0.0
7478,315.0,735.0,195.0,11,25,7,69208.64,58932.0,10276.64,65480.0,29480.0
7479,315.0,735.0,225.0,11,25,8,123343.35,62784.0,60559.35,69760.0,58960.0
7480,315.0,735.0,255.0,11,25,9,95247.84,64512.0,30735.84,71680.0,69680.0
7481,315.0,735.0,285.0,11,25,10,58790.41,65124.0,-6333.59,72360.0,72360.0
7482,315.0,735.0,315.0,11,25,11,60446.43,65124.0,-4677.57,72360.0,72360.0
7483,315.0,735.0,345.0,11,25,12,16394.52,65124.0,-48729.48,72360.0,72360.0
7484,315.0,735.0,375.0,11,25,13,0.0,58320.0,-58320.0,64800.0,0.0
7485,315.0,735.0,405.0,11,25,14,3999.94,17582.79,-13582.85,29290.0,14400.0
7486,315.0,765.0,-15.0,11,26,0,0.0,0.0,0.0,0.0,0.0
7487,315.0,765.0,15.0,11,26,1,0.0,0.0,0.0,0.0,0.0
7488,315.0,765.0,45.0,11,26,2,0.0,0.0,0.0,0.0,0.0
7489,315.0,765.0,75.0,11,26,3,0.0,0.0,0.0,0.0,0.0
7490,315.0,765.0,105.0,11,26,4,0.0,0.0,0.0,0.0,0.0
7491,315.0,765.0,135.0,11,26,5,0.0,0.0,0.0,0.0,0.0
7492,315.0,765.0,165.0,11,26,6,31967.14,61776.0,-29808.86,68640.0,48240.0
7493,315.0,765.0,195.0,11,26,7,80374.16,61524.0,18850.16,68360.0,45560.0
7494,315.0,765.0,225.0,11,26,8,107393.49,60048.0,47345.49,66720.0,37520.0
7495,315.0,765.0,255.0,11,26,9,86666.49,60660.0,26006.49,67400.0,40200.0
7496,315.0,765.0,285.0,11,26,10,55550.83,62280.0,-6729.17,69200.0,53600.0
7497,315.0,765.0,315.0,11,26,11,64922.25,64512.0,410.25,71680.0,69680.0
7498,315.0,765.0,345.0,11,26,12,27680.11,65124.0,-37443.89,72360.0,72360.0
7499,315.0,765.0,375.0,11,26,13,0.0,60588.01,-60588.01,67320.02,0.0
7500,315.0,765.0,405.0,11,26,14,10865.86,18745.57,-7879.71,31227.0,21600.0
7501,315.0,795.0,-15.0,11,27,0,0.0,0.0,0.0,0.0,0.0
7502,315.0,795.0,15.0,11,27,1,0.0,0.0,0.0,0.0,0.0
7503,315.0,795.0,45.0,11,27,2,0.0,0.0,0.0,0.0,0.0
7504,315.0,795.0,75.0,11,27,3,0.0,0.0,0.0,0.0,0.0
7505,315.0,795.0,105.0,11,27,4,0.0,0.0,0.0,0.0,0.0
7506,315.0,795.0,135.0,11,27,5,0.0,0.0,0.0,0.0,0.0
7507,315.0,795.0,165.0,11,27,6,124317.8,65124.0,59193.8,72360.0,72360.0
7508,315.0,795.0,195.0,11,27,7,212778.73,65124.0,147654.73,72360.0,72360.0
7509,315.0,795.0,225.0,11,27,8,161627.27,65124.0,96503.27,72360.0,72360.0
7510,315.0,795.0,255.0,11,27,9,189216.9,64368.0,124848.9,71520.0,64320.0
7511,315.0,795.0,285.0,11,27,10,183547.95,62388.0,121159.95,69320.0,50920.0
7512,315.0,795.0,315.0,11,27,11,153285.76,62892.0,90393.76,69880.0,56280.0
7513,315.0,795.0,345.0,11,27,12,106994.69,64512.0,42482.69,71680.0,69680.0
7514,315.0,795.0,375.0,11,27,13,13418.61,60588.01,-47169.4,67320.02,67320.0
7515,315.0,795.0,405.0,11,27,14,18249.79,19881.94,-1632.14,33120.0,21600.0
7516,315.0,825.0,-15.0,11,28,0,0.0,0.0,0.0,0.0,0.0
7517,315.0,825.0,15.0,11,28,1,0.0,0.0,0.0,0.0,0.0
7518,315.0,825.0,45.0,11,28,2,0.0,0.0,0.0,0.0,0.0
7519,315.0,825.0,75.0,11,28,3,0.0,0.0,0.0,0.0,0.0
7520,315.0,825.0,105.0,11,28,4,0.0,0.0,0.0,0.0,0.0
